Unnamed: 0,reviews,word_count,sentiment,sentiment_label,vader_sentiment,vader_sentiment_label,tokenized_reviews
919,gatwick to st lucia great service on this flight thank you very much for the cabin and the great cabin crew excellent service,23,0.7150000000000001,positive,0.9371,positive,"['gatwick', 'st', 'lucia', 'great', 'service', 'flight', 'thank', 'much', 'cabin', 'great', 'cabin', 'crew', 'excellent', 'service']"
920,london to singapore i have to commend ba staff on this occasion they were friendly welcoming and so accommodating to passengers throughout the flight even in the last few moments they were laughing and joking with us highly professional and sensitive to our needs despite their own tiredness thank you ba for making a long journey a tolerable one,59,0.13214285714285715,positive,0.9393,positive,"['london', 'singapore', 'commend', 'ba', 'staff', 'occasion', 'friendly', 'welcoming', 'accommodating', 'passengers', 'throughout', 'flight', 'even', 'last', 'moments', 'laughing', 'joking', 'us', 'highly', 'professional', 'sensitive', 'needs', 'despite', 'tiredness', 'thank', 'ba', 'making', 'long', 'journey', 'tolerable', 'one']"
921,london to san francisco return in economy the seats are small outbound was bearable because there was an empty seat between the two of us but returning no empty seat and it was horrible im only 55 and female but couldnt lean down to the seat in front of me to collect my belongings if you want to get anything from your bag below the seat in front of you you will need to do some major maneuvering touching the person next to you throughout the flight is unavoidable i flew on a 747 both ways they no longer have any air vents you can adjust so both flights got stuffy and warm i had to ask them to turn up the ac both ways i was literally sweating economy is small with the aircraft mostly made up of business class asian vegetarian meal was good as usual although the breakfast was terrible asian vegetarian breakfast in economy plus is much better i will find an alternative airline for my long haul flights its not worth it,177,-0.013955026455026463,negative,-0.8224,negative,"['london', 'san', 'francisco', 'return', 'economy', 'seats', 'small', 'outbound', 'bearable', 'empty', 'seat', 'two', 'us', 'returning', 'empty', 'seat', 'horrible', 'im', 'female', 'couldnt', 'lean', 'seat', 'front', 'collect', 'belongings', 'want', 'get', 'anything', 'bag', 'seat', 'front', 'need', 'major', 'maneuvering', 'touching', 'person', 'next', 'throughout', 'flight', 'unavoidable', 'flew', 'ways', 'longer', 'air', 'vents', 'adjust', 'flights', 'got', 'stuffy', 'warm', 'ask', 'turn', 'ac', 'ways', 'literally', 'sweating', 'economy', 'small', 'aircraft', 'mostly', 'made', 'business', 'class', 'asian', 'vegetarian', 'meal', 'good', 'usual', 'although', 'breakfast', 'terrible', 'asian', 'vegetarian', 'breakfast', 'economy', 'plus', 'much', 'better', 'find', 'alternative', 'airline', 'long', 'haul', 'flights', 'worth']"
922,gatwick to venice we have flown this route and class on two occasions and been pleased with all aspects on the recent trip we both had mobility issues and the check in operator immediately suggested their assistance service it was welcome and efficient particularly as the gate was a very distant one the flight departed to time the cabin staff were pleasant the food was good in flight information from the flight deck was good the landings were noticeably smooth the return journey was similarly good i was very satisfied,90,0.4745454545454546,positive,0.9712,positive,"['gatwick', 'venice', 'flown', 'route', 'class', 'two', 'occasions', 'pleased', 'aspects', 'recent', 'trip', 'mobility', 'issues', 'check', 'operator', 'immediately', 'suggested', 'assistance', 'service', 'welcome', 'efficient', 'particularly', 'gate', 'distant', 'one', 'flight', 'departed', 'time', 'cabin', 'staff', 'pleasant', 'food', 'good', 'flight', 'information', 'flight', 'deck', 'good', 'landings', 'noticeably', 'smooth', 'return', 'journey', 'similarly', 'good', 'satisfied']"
923,bordeaux to gatwick british airways cancelled my september 11 flight due to the pilots strike with advance notice i made alternative travel arrangements confirmed that i wanted to to cancel from my end in order to receive a refund and received confirmation from ba on 24 august 2019 ba refunded my fare soon enough but i am still awaiting a refund for the 70 euro cost of baggage that i paid  six weeks later i lodged a complaint on 9th october no action i lodged another complaint on 25th october and still no action they cancelled my flight and wont refund my money and they call it customer service,109,-0.047222222222222214,negative,-0.9319,negative,"['bordeaux', 'gatwick', 'british', 'airways', 'cancelled', 'september', 'flight', 'due', 'pilots', 'strike', 'advance', 'notice', 'made', 'alternative', 'travel', 'arrangements', 'confirmed', 'wanted', 'cancel', 'end', 'order', 'receive', 'refund', 'received', 'confirmation', 'ba', 'august', 'ba', 'refunded', 'fare', 'soon', 'enough', 'still', 'awaiting', 'refund', 'euro', 'cost', 'baggage', 'paid', 'six', 'weeks', 'later', 'lodged', 'complaint', 'october', 'action', 'lodged', 'another', 'complaint', 'october', 'still', 'action', 'cancelled', 'flight', 'wont', 'refund', 'money', 'call', 'customer', 'service']"
924,seychelles to london day time flight back to london staff were very welcoming greeted on entry to aircraft and shown to seats 7 jk best seats as a couple to book as they are away from the toilet in the front cabin and the window k seat has direct access to the aisle ontime departure and swift meal services nothing was any trouble at all and the flight was full easy access to the club kitchen after meal service and great entertainment i have found this flight great and love the inbound day time flight to london the easiest to travel on seat and screens worked great and no problems i loved every minute of the flight a big thank you to all the staff who were fantastic looking forward to my next flight to rio in december,138,0.36562500000000003,positive,0.9927,positive,"['seychelles', 'london', 'day', 'time', 'flight', 'back', 'london', 'staff', 'welcoming', 'greeted', 'entry', 'aircraft', 'shown', 'seats', 'jk', 'best', 'seats', 'couple', 'book', 'away', 'toilet', 'front', 'cabin', 'window', 'k', 'seat', 'direct', 'access', 'aisle', 'ontime', 'departure', 'swift', 'meal', 'services', 'nothing', 'trouble', 'flight', 'full', 'easy', 'access', 'club', 'kitchen', 'meal', 'service', 'great', 'entertainment', 'found', 'flight', 'great', 'love', 'inbound', 'day', 'time', 'flight', 'london', 'easiest', 'travel', 'seat', 'screens', 'worked', 'great', 'problems', 'loved', 'every', 'minute', 'flight', 'big', 'thank', 'staff', 'fantastic', 'looking', 'forward', 'next', 'flight', 'rio', 'december']"
925,london to belfast british airways bullied my parents and spoilt a special occasion i booked my parents on ba to attend my investiture at the palace my mother had a heart attack 3 months ago and this was her first flight post recovery and i had chosen ba expecting the best level of service instead they were treated appallingly and felt bullied by the airline staff my mother suffers from claustrophobia and always requests an aisle seat and i booked my parents on 2 aisle seats side by side i printed their boarding passes out myself with seats 24c and 24d on arrival at checkin one of the boarding passes was not recognised by the scanner so assistance printed out a new one on going through security the boarding pass was again not recognised and a new pass was printed once my parents arrived at the gate they noticed that one of the seats had been changed my father explained the situation but the rep at checkin started quoting the geneva convention that ba are only contracted to get them from a to b and could change seats if they wanted waiting at the gate to try and resolve the situation and eventually with 5 minutes before airborne they were rushed into the aircraft and forced to sit apart with no care for their welfare or circumstances at no stage did they receive any apologetic words for someone recovering from a heart attack this was an unnecessary stressful event and spoilt what had been a special family occasion i have been holding on with the hope that bas slide from grace will halt but seem to be constantly disappointed i will await bas response to my parents i know they will not fly the carrier again but i will be handing back my ba amex and all points if an appropriate apology is not issued will update in summary dont trust ba with your loved ones care,327,0.037471352177234525,positive,0.102,positive,"['london', 'belfast', 'british', 'airways', 'bullied', 'parents', 'spoilt', 'special', 'occasion', 'booked', 'parents', 'ba', 'attend', 'investiture', 'palace', 'mother', 'heart', 'attack', 'months', 'ago', 'first', 'flight', 'post', 'recovery', 'chosen', 'ba', 'expecting', 'best', 'level', 'service', 'instead', 'treated', 'appallingly', 'felt', 'bullied', 'airline', 'staff', 'mother', 'suffers', 'claustrophobia', 'always', 'requests', 'aisle', 'seat', 'booked', 'parents', 'aisle', 'seats', 'side', 'side', 'printed', 'boarding', 'passes', 'seats', 'arrival', 'checkin', 'one', 'boarding', 'passes', 'recognised', 'scanner', 'assistance', 'printed', 'new', 'one', 'going', 'security', 'boarding', 'pass', 'recognised', 'new', 'pass', 'printed', 'parents', 'arrived', 'gate', 'noticed', 'one', 'seats', 'changed', 'father', 'explained', 'situation', 'rep', 'checkin', 'started', 'quoting', 'geneva', 'convention', 'ba', 'contracted', 'get', 'b', 'could', 'change', 'seats', 'wanted', 'waiting', 'gate', 'try', 'resolve', 'situation', 'eventually', 'minutes', 'airborne', 'rushed', 'aircraft', 'forced', 'sit', 'apart', 'care', 'welfare', 'circumstances', 'stage', 'receive', 'apologetic', 'words', 'someone', 'recovering', 'heart', 'attack', 'unnecessary', 'stressful', 'event', 'spoilt', 'special', 'family', 'occasion', 'holding', 'hope', 'bas', 'slide', 'grace', 'halt', 'seem', 'constantly', 'disappointed', 'await', 'bas', 'response', 'parents', 'know', 'fly', 'carrier', 'handing', 'back', 'ba', 'amex', 'points', 'appropriate', 'apology', 'issued', 'update', 'summary', 'dont', 'trust', 'ba', 'loved', 'ones', 'care']"
926,london to cape town we had booked business class tickets a year in advance for a trip to africa i usually fly star alliance but picked ba for a segment for better connection timing through london to cape town this was a huge mistake i had tried to reserve seats on ba website twice and was not able to do so then i tried to call ba twice and gave up after being on hold for an hour each time with no call back option when we arrived today in london from toronto at the connections desk seven hours before our flight we were told that business class was oversold and we would be downgraded to premium economy bas representative told us that because we did not have reserved seats we were at the bottom of the list for business class and that loyalty customers would all have priority for seats over us but we would still be welcome in the lounge as if this was a bonus then there was a problem for us to clear security to get to the lounge since they could not print our boarding passes due to the down grade it took close to an hour to get settled into the lounge from the time we first arrived at the connecting desk we asked to speak to a manager but at each of our four interactions with ba staff we were told that they would get some to speak with us giving the impression that they were trying to pass off unhappy customers as fast as they could at one point i got visibly frustrated after the ba staff issuing our new boarding passes indicated that our down grade was voluntary which it definitely was not after two and a half hours ba customer service managers came to speak with us they were the first ones who were actually apologetic and tried to address the situation from a customer oriented perspective if british airways think giving bulkhead seats in premium economy and basic lounge access to paying business class passengers is adequate customer service for a downgrade from a paid business fare on our upcoming overnight flight i will not be booking flights on ba again,372,0.07349632690541781,positive,0.9735,positive,"['london', 'cape', 'town', 'booked', 'business', 'class', 'tickets', 'year', 'advance', 'trip', 'africa', 'usually', 'fly', 'star', 'alliance', 'picked', 'ba', 'segment', 'better', 'connection', 'timing', 'london', 'cape', 'town', 'huge', 'mistake', 'tried', 'reserve', 'seats', 'ba', 'website', 'twice', 'able', 'tried', 'call', 'ba', 'twice', 'gave', 'hold', 'hour', 'time', 'call', 'back', 'option', 'arrived', 'today', 'london', 'toronto', 'connections', 'desk', 'seven', 'hours', 'flight', 'told', 'business', 'class', 'oversold', 'would', 'downgraded', 'premium', 'economy', 'bas', 'representative', 'told', 'us', 'reserved', 'seats', 'bottom', 'list', 'business', 'class', 'loyalty', 'customers', 'would', 'priority', 'seats', 'us', 'would', 'still', 'welcome', 'lounge', 'bonus', 'problem', 'us', 'clear', 'security', 'get', 'lounge', 'since', 'could', 'print', 'boarding', 'passes', 'due', 'grade', 'took', 'close', 'hour', 'get', 'settled', 'lounge', 'time', 'first', 'arrived', 'connecting', 'desk', 'asked', 'speak', 'manager', 'four', 'interactions', 'ba', 'staff', 'told', 'would', 'get', 'speak', 'us', 'giving', 'impression', 'trying', 'pass', 'unhappy', 'customers', 'fast', 'could', 'one', 'point', 'got', 'visibly', 'frustrated', 'ba', 'staff', 'issuing', 'new', 'boarding', 'passes', 'indicated', 'grade', 'voluntary', 'definitely', 'two', 'half', 'hours', 'ba', 'customer', 'service', 'managers', 'came', 'speak', 'us', 'first', 'ones', 'actually', 'apologetic', 'tried', 'address', 'situation', 'customer', 'oriented', 'perspective', 'british', 'airways', 'think', 'giving', 'bulkhead', 'seats', 'premium', 'economy', 'basic', 'lounge', 'access', 'paying', 'business', 'class', 'passengers', 'adequate', 'customer', 'service', 'downgrade', 'paid', 'business', 'fare', 'upcoming', 'overnight', 'flight', 'booking', 'flights', 'ba']"
927,san jose to london the tv screen of 12f was broken could not be locked into position that would allow to watch movies flight attendants could not fix it and suggested to move to a different seat which we slipped on purpose while checked in the back of the seat in front was dirty the tray on the 12d where i was moved to had a hole on the right side and the tv screen was not sensitive enough to be be operated by touch although my husband in 12e and me turned in the breakfast cards together the flight attendant insisted they dont have it and was not planning to wake him up and serve him breakfast  flight attendants were doing their best but it seems that they were understaffed,131,0.048412698412698414,positive,0.0129,neutral,"['san', 'jose', 'london', 'tv', 'screen', 'broken', 'could', 'locked', 'position', 'would', 'allow', 'watch', 'movies', 'flight', 'attendants', 'could', 'fix', 'suggested', 'move', 'different', 'seat', 'slipped', 'purpose', 'checked', 'back', 'seat', 'front', 'dirty', 'tray', 'moved', 'hole', 'right', 'side', 'tv', 'screen', 'sensitive', 'enough', 'operated', 'touch', 'although', 'husband', 'turned', 'breakfast', 'cards', 'together', 'flight', 'attendant', 'insisted', 'dont', 'planning', 'wake', 'serve', 'breakfast', 'flight', 'attendants', 'best', 'seems', 'understaffed']"
928,london heathrow to edinburgh boarding efficient flight was full so passengers asked to volunteer to check in hand luggage by doing so they would get priority boarding i took up the offer too out my laptop and carried it on to the plane the aircraft is only two months old and i was sat at the back of the plane  36 f i am sure ryanair have more room british airways on this aircraft are offering an ultra low cost service under a cloak of legacy carrier legitimacy,88,0.18125,positive,0.7351,positive,"['london', 'heathrow', 'edinburgh', 'boarding', 'efficient', 'flight', 'full', 'passengers', 'asked', 'volunteer', 'check', 'hand', 'luggage', 'would', 'get', 'priority', 'boarding', 'took', 'offer', 'laptop', 'carried', 'plane', 'aircraft', 'two', 'months', 'old', 'sat', 'back', 'plane', 'f', 'sure', 'ryanair', 'room', 'british', 'airways', 'aircraft', 'offering', 'ultra', 'low', 'cost', 'service', 'cloak', 'legacy', 'carrier', 'legitimacy']"
929,flight from gatwick to barbados check in and business lounge were good it looks like they had added champagne to the self service drinks which is a positive breakfast was good flight left on time boarding well run i have not flown in their economy cabin for a while and it seems ok new configuration but that does come with panasonic ife system which is way better than the old rockwell collins systems food was fine and service friendly,79,0.365530303030303,positive,0.9587,positive,"['flight', 'gatwick', 'barbados', 'check', 'business', 'lounge', 'good', 'looks', 'like', 'added', 'champagne', 'self', 'service', 'drinks', 'positive', 'breakfast', 'good', 'flight', 'left', 'time', 'boarding', 'well', 'run', 'flown', 'economy', 'cabin', 'seems', 'ok', 'new', 'configuration', 'come', 'panasonic', 'ife', 'system', 'way', 'better', 'old', 'rockwell', 'collins', 'systems', 'food', 'fine', 'service', 'friendly']"
930,we were not supposed to be on this flight but had been bumped from our icelandair flight and rebooked onto ba direct from toronto to london heathrow we tried to get it changed as we were supposed to fly into gatwick the flight was quite good service was fantastic and the chicken tikka masala was tasty the crew onboard was friendly flight was on time and landing was amazingly smooth,70,0.31071428571428567,positive,0.9381,positive,"['supposed', 'flight', 'bumped', 'icelandair', 'flight', 'rebooked', 'onto', 'ba', 'direct', 'toronto', 'london', 'heathrow', 'tried', 'get', 'changed', 'supposed', 'fly', 'gatwick', 'flight', 'quite', 'good', 'service', 'fantastic', 'chicken', 'tikka', 'masala', 'tasty', 'crew', 'onboard', 'friendly', 'flight', 'time', 'landing', 'amazingly', 'smooth']"
931,i was travelling from jeddah to london with a bag i arrive 1 hour 30 minutes earlier but the check in counter was closed i tried my best but there was no staff to help me so i have to leave my bag as i was not allowed to take the bag on the plane in london i made a complaint but they were saying that we cant do any thing and to get through to customer service the phone call takes about 1 hour and 47 minutes of wait,90,0.15000000000000002,positive,0.6192,positive,"['travelling', 'jeddah', 'london', 'bag', 'arrive', 'hour', 'minutes', 'earlier', 'check', 'counter', 'closed', 'tried', 'best', 'staff', 'help', 'leave', 'bag', 'allowed', 'take', 'bag', 'plane', 'london', 'made', 'complaint', 'saying', 'cant', 'thing', 'get', 'customer', 'service', 'phone', 'call', 'takes', 'hour', 'minutes', 'wait']"
932,zurich to london return both legs travelled with hand luggage only and i could not choose a seat without paying fair enough but when there are 3 empty rows either side of 3 strangers cramped into one row and not allowed spread out as they had not paid the premium price seems mean to say the least hand luggage fares are last to board make them uncomfortable on board no free food nor drink,74,-0.07916666666666666,negative,0.4532,positive,"['zurich', 'london', 'return', 'legs', 'travelled', 'hand', 'luggage', 'could', 'choose', 'seat', 'without', 'paying', 'fair', 'enough', 'empty', 'rows', 'either', 'side', 'strangers', 'cramped', 'one', 'row', 'allowed', 'spread', 'paid', 'premium', 'price', 'seems', 'mean', 'say', 'least', 'hand', 'luggage', 'fares', 'last', 'board', 'make', 'uncomfortable', 'board', 'free', 'food', 'drink']"
933,san francisco to london efficient check in by friendly agent who offered an upgrade to first at 760 per person which we declined refurbished lounge was spacious and comfortable with nice selection of snacks boarding on time but could have been better controlled flight left and landed ahead of schedule flight attendants were excellent and the food is vastly improved compared to our last trip business class is not cheap but we had an excellent flight with no complaints,79,0.3568181818181818,positive,0.9628,positive,"['san', 'francisco', 'london', 'efficient', 'check', 'friendly', 'agent', 'offered', 'upgrade', 'first', 'per', 'person', 'declined', 'refurbished', 'lounge', 'spacious', 'comfortable', 'nice', 'selection', 'snacks', 'boarding', 'time', 'could', 'better', 'controlled', 'flight', 'left', 'landed', 'ahead', 'schedule', 'flight', 'attendants', 'excellent', 'food', 'vastly', 'improved', 'compared', 'last', 'trip', 'business', 'class', 'cheap', 'excellent', 'flight', 'complaints']"
934,london to belfast check in was fast and efficient and using the ba terminal5 first class check in and security area was really good and i was straight into the lounge great selection of food and drinks early morning i really like the ba boarding process ieby group numbers the onboard service and quality of breakfast served was excellent overall very happy with this short flight with ba,68,0.40454545454545454,positive,0.9747,positive,"['london', 'belfast', 'check', 'fast', 'efficient', 'using', 'ba', 'first', 'class', 'check', 'security', 'area', 'really', 'good', 'straight', 'lounge', 'great', 'selection', 'food', 'drinks', 'early', 'morning', 'really', 'like', 'ba', 'boarding', 'process', 'ieby', 'group', 'numbers', 'onboard', 'service', 'quality', 'breakfast', 'served', 'excellent', 'overall', 'happy', 'short', 'flight', 'ba']"
935,london gatwick to salzburg with british airways worst customer experience i have ever had after cancelled flights due to strike action no response and when we did it was weeks between getting answers only to be told its not their fault and would not pay towards cost of changing flights back home,52,-0.1708333333333333,negative,-0.7388,negative,"['london', 'gatwick', 'salzburg', 'british', 'airways', 'worst', 'customer', 'experience', 'ever', 'cancelled', 'flights', 'due', 'strike', 'action', 'response', 'weeks', 'getting', 'answers', 'told', 'fault', 'would', 'pay', 'towards', 'cost', 'changing', 'flights', 'back', 'home']"
936,frankfurt to london flight attendants very kind when flying in return flight was canceled at london city airport and it took almost three hours to get rebooking hotel voucher and transportation arranged that could be done far more efficiently no water nothing no necessities,44,0.45999999999999996,positive,0.4077,positive,"['frankfurt', 'london', 'flight', 'attendants', 'kind', 'flying', 'return', 'flight', 'canceled', 'london', 'city', 'airport', 'took', 'almost', 'three', 'hours', 'get', 'rebooking', 'hotel', 'voucher', 'transportation', 'arranged', 'could', 'done', 'far', 'efficiently', 'water', 'nothing', 'necessities']"
937,hyderabad to san francisco via london i had an awesome experience with one of customer service representatives at british airways i called them with regards to a reimbursement and was put across a lady named florencia she not only helped gather all details bank address etc required for payment but also initiated the payment instantly that was certainly over and beyond what i expected great job your service is exemplary,70,0.27346938775510204,positive,0.9062,positive,"['hyderabad', 'san', 'francisco', 'via', 'london', 'awesome', 'experience', 'one', 'customer', 'service', 'representatives', 'british', 'airways', 'called', 'regards', 'reimbursement', 'put', 'across', 'lady', 'named', 'florencia', 'helped', 'gather', 'details', 'bank', 'address', 'etc', 'required', 'payment', 'also', 'initiated', 'payment', 'instantly', 'certainly', 'beyond', 'expected', 'great', 'job', 'service', 'exemplary']"
938,vancouver to london very poor experience my flight with ba the 242 business is not nice as much as crowded as economical class one toilet closed nobody around to repair  on one point ba even better than asian companies its even more freezing why do we need to freeze in such a 9 hours trip  no staff to answer my question no staff to make it better one good point the seat are surprisingly comfortable but easy to make it better,81,0.20533333333333334,positive,0.8747,positive,"['vancouver', 'london', 'poor', 'experience', 'flight', 'ba', 'business', 'nice', 'much', 'crowded', 'economical', 'class', 'one', 'toilet', 'closed', 'nobody', 'around', 'repair', 'one', 'point', 'ba', 'even', 'better', 'asian', 'companies', 'even', 'freezing', 'need', 'freeze', 'hours', 'trip', 'staff', 'answer', 'question', 'staff', 'make', 'better', 'one', 'good', 'point', 'seat', 'surprisingly', 'comfortable', 'easy', 'make', 'better']"
939,london to malaga a terminally ill airline packed with clueless staff full of attitude at the checking at gatwick airport i was told the flight might well be delayed of 2h as not departed yet from malaga sms confirmed the delay without a new time of departure and provided a link for flight status at gatwick there are no arrivaldeparture boards prior to security for me to check if the flight was on time as shown online when asked the ba guy at the lounge kiosk he said i could check the link provided or go through security where monitors are surprisingly the flight was on time and no text was sent for an update at the gate we were told the aircraft was replaced no apologies from anyone neither ground nor on the flight we boarded at 5 pm and took off at 1815 stiff and no recliner seats cabin crew are so sociopathic and full of attitudes 6 additional seats are replacing the 2 toilets located at the back of the 320 and located at the very far end of the aircraft in the cabin crew storage room and working space is horrible low cost service for a flag carrier ticket price,204,0.029339826839826832,positive,-0.9153,negative,"['london', 'malaga', 'terminally', 'ill', 'airline', 'packed', 'clueless', 'staff', 'full', 'attitude', 'checking', 'gatwick', 'airport', 'told', 'flight', 'might', 'well', 'delayed', 'departed', 'yet', 'malaga', 'sms', 'confirmed', 'delay', 'without', 'new', 'time', 'departure', 'provided', 'link', 'flight', 'status', 'gatwick', 'arrivaldeparture', 'boards', 'prior', 'security', 'check', 'flight', 'time', 'shown', 'online', 'asked', 'ba', 'guy', 'lounge', 'kiosk', 'said', 'could', 'check', 'link', 'provided', 'go', 'security', 'monitors', 'surprisingly', 'flight', 'time', 'text', 'sent', 'update', 'gate', 'told', 'aircraft', 'replaced', 'apologies', 'anyone', 'neither', 'ground', 'flight', 'boarded', 'pm', 'took', 'stiff', 'recliner', 'seats', 'cabin', 'crew', 'sociopathic', 'full', 'attitudes', 'additional', 'seats', 'replacing', 'toilets', 'located', 'back', 'located', 'far', 'end', 'aircraft', 'cabin', 'crew', 'storage', 'room', 'working', 'space', 'horrible', 'low', 'cost', 'service', 'flag', 'carrier', 'ticket', 'price']"
940,brussels to london we were not given a seat number upon check in and were left waiting outside the gate for the boarding passes to be re printed without any explanation everyone else with a boarding pass was boarding whilst about 50 were just looking at the operators thinking what is going on extremely poor communication from the airline to and from the airport operators,65,-0.13333333333333333,negative,-0.5596,negative,"['brussels', 'london', 'given', 'seat', 'number', 'upon', 'check', 'left', 'waiting', 'outside', 'gate', 'boarding', 'passes', 'printed', 'without', 'explanation', 'everyone', 'else', 'boarding', 'pass', 'boarding', 'whilst', 'looking', 'operators', 'thinking', 'going', 'extremely', 'poor', 'communication', 'airline', 'airport', 'operators']"
941,my flight from london to singapore in premium economy was the worst i have experienced the seat was uncomfortable the flight tracker failed after two hours the breakfast prior to arrival in singapore scrambled egg was like rubber they ran out of cups and so my wife and i had no coffee tea or drink with our breakfast i used the call button to get some attention and no one came to answer my call even after waiting more than 30 minutes eventually i made contact with a passing cabin crew member and advised that we had not had a drink and was told that they would come back i never saw the crew member again,116,-0.09999999999999999,negative,-0.8979,negative,"['flight', 'london', 'singapore', 'premium', 'economy', 'worst', 'experienced', 'seat', 'uncomfortable', 'flight', 'tracker', 'failed', 'two', 'hours', 'breakfast', 'prior', 'arrival', 'singapore', 'scrambled', 'egg', 'like', 'rubber', 'ran', 'cups', 'wife', 'coffee', 'tea', 'drink', 'breakfast', 'used', 'call', 'button', 'get', 'attention', 'one', 'came', 'answer', 'call', 'even', 'waiting', 'minutes', 'eventually', 'made', 'contact', 'passing', 'cabin', 'crew', 'member', 'advised', 'drink', 'told', 'would', 'come', 'back', 'never', 'saw', 'crew', 'member']"
942,kuala lumpur to glasgow via london the service started first some drinks on my aisle was a female attendant and a young male attendant  i asked for an ale the attendant pretended not to understand what i was asking for i repeated many times the word ale with my spanish accent but she still did not catch it the male attendant said like an ipa i answered yes  i changed to a beer and she offered me amstel or heineken i chose amstel and had to ask for ice  to make it drinkable when the service was finished the female attendant collected the empty bottles and cans and glasses but skipped me for the meal i chose the beef and asked for a beer the male attendant realized that the empty can was still there took it with the food on my and no drinks i started to eat after ten minutes it was obvious that the beer was not coming so i stopped another attendant going to business class and he came back with an option of tiger or heineken lager the female attendant offered me coffee but she did not mention it was normal coffee and in the menu it said that decaf was available if you specifically request that abreakfast i was offered tea or coffee even decaf i accepted but there was no milk or cream for me,232,0.11199999999999999,positive,-0.4189,negative,"['kuala', 'lumpur', 'glasgow', 'via', 'london', 'service', 'started', 'first', 'drinks', 'aisle', 'female', 'attendant', 'young', 'male', 'attendant', 'asked', 'ale', 'attendant', 'pretended', 'understand', 'asking', 'repeated', 'many', 'times', 'word', 'ale', 'spanish', 'accent', 'still', 'catch', 'male', 'attendant', 'said', 'like', 'ipa', 'answered', 'yes', 'changed', 'beer', 'offered', 'amstel', 'heineken', 'chose', 'amstel', 'ask', 'ice', 'make', 'drinkable', 'service', 'finished', 'female', 'attendant', 'collected', 'empty', 'bottles', 'cans', 'glasses', 'skipped', 'meal', 'chose', 'beef', 'asked', 'beer', 'male', 'attendant', 'realized', 'empty', 'still', 'took', 'food', 'drinks', 'started', 'eat', 'ten', 'minutes', 'obvious', 'beer', 'coming', 'stopped', 'another', 'attendant', 'going', 'business', 'class', 'came', 'back', 'option', 'tiger', 'heineken', 'lager', 'female', 'attendant', 'offered', 'coffee', 'mention', 'normal', 'coffee', 'menu', 'said', 'decaf', 'available', 'specifically', 'request', 'abreakfast', 'offered', 'tea', 'coffee', 'even', 'decaf', 'accepted', 'milk', 'cream']"
943,london heathrow to seychelles really great flight boarding was very quick the flight was full seats great 07 ab good inflight entertainment plenty of choices food was good as we already preordered our meals my beef was well done just how i like it after a late 30 minute delay we landed on time into seychelles the crew were very attentive lots of very demanding passengers all in all a good flight after 7 hours of sleep,77,0.4903333333333334,positive,0.9657,positive,"['london', 'heathrow', 'seychelles', 'really', 'great', 'flight', 'boarding', 'quick', 'flight', 'full', 'seats', 'great', 'ab', 'good', 'inflight', 'entertainment', 'plenty', 'choices', 'food', 'good', 'already', 'preordered', 'meals', 'beef', 'well', 'done', 'like', 'late', 'minute', 'delay', 'landed', 'time', 'seychelles', 'crew', 'attentive', 'lots', 'demanding', 'passengers', 'good', 'flight', 'hours', 'sleep']"
944,edinburgh to london heathrow i have no problems with any of the flight crew or service while flying everything on the plane was fine after the flight landed i rushed to the baggage claim because my wife and i had another flight out of london and only had an hour to make it even though we could see the plane and watch the baggage crew drive the bags over it took 45 minutes before my bag came through the baggage claim service desk turned away 30 other furious customers until a manager could arrive by which time i was running to catch my next flight on a different airline which i missed turns out the next flight home on our next airline wasnt for another 6 days hoping that british airways would help us in some way we went to their horrendous customer service desk where an agent basically told us to pound sand it ended up costing my wife and i almost 3000 for new tickets to get home spent the next 20 hours in the airport and british airways refused to offer us as a meal voucher we will never use this airline again,196,0.027335858585858585,positive,-0.8591,negative,"['edinburgh', 'london', 'heathrow', 'problems', 'flight', 'crew', 'service', 'flying', 'everything', 'plane', 'fine', 'flight', 'landed', 'rushed', 'baggage', 'claim', 'wife', 'another', 'flight', 'london', 'hour', 'make', 'even', 'though', 'could', 'see', 'plane', 'watch', 'baggage', 'crew', 'drive', 'bags', 'took', 'minutes', 'bag', 'came', 'baggage', 'claim', 'service', 'desk', 'turned', 'away', 'furious', 'customers', 'manager', 'could', 'arrive', 'time', 'running', 'catch', 'next', 'flight', 'different', 'airline', 'missed', 'turns', 'next', 'flight', 'home', 'next', 'airline', 'wasnt', 'another', 'days', 'hoping', 'british', 'airways', 'would', 'help', 'us', 'way', 'went', 'horrendous', 'customer', 'service', 'desk', 'agent', 'basically', 'told', 'us', 'pound', 'sand', 'ended', 'costing', 'wife', 'almost', 'new', 'tickets', 'get', 'home', 'spent', 'next', 'hours', 'airport', 'british', 'airways', 'refused', 'offer', 'us', 'meal', 'voucher', 'never', 'use', 'airline']"
945,amman to london this is a nice aircraft with comfortable seats and a very soft landing this aircraft flies from amman airport at 8 am local time and arrives in only 5 hours to london this is a very good product,41,0.34,positive,0.8516,positive,"['amman', 'london', 'nice', 'aircraft', 'comfortable', 'seats', 'soft', 'landing', 'aircraft', 'flies', 'amman', 'airport', 'local', 'time', 'arrives', 'hours', 'london', 'good', 'product']"
